FromCurrency,ToCurrency,Date,ExchangeRate
GauraDollar,TulipDollar,2022/10/7,30.77
GauraDollar,TulipDollar,2022/10/8,30.07
GauraDollar,TulipDollar,2022/10/9,31.47
GauraDollar,TulipDollar,2022/10/10,31.47
GauraDollar,TulipDollar,2022/10/11,30.97
GauraDollar,TulipDollar,2022/10/12,30.27
GauraDollar,TulipDollar,2022/10/13,31.17
GauraDollar,TulipDollar,2022/10/14,30.57
GauraDollar,TulipDollar,2022/10/15,30.17
GauraDollar,TulipDollar,2022/10/16,30.77
GauraDollar,TulipDollar,2022/10/17,31.37
GauraDollar,TulipDollar,2022/10/18,31.17
GauraDollar,TulipDollar,2022/10/19,31.17
GauraDollar,TulipDollar,2022/10/20,30.17
GauraDollar,TulipDollar,2022/10/21,30.27
GauraDollar,TulipDollar,2022/10/22,30.77
GauraDollar,TulipDollar,2022/10/23,31.47
GauraDollar,TulipDollar,2022/10/24,31.17
GauraDollar,TulipDollar,2022/10/25,31.17
GauraDollar,TulipDollar,2022/10/26,31.27
GauraDollar,TulipDollar,2022/10/27,30.57
GauraDollar,TulipDollar,2022/10/28,30.07
GauraDollar,TulipDollar,2022/10/29,30.97
GauraDollar,TulipDollar,2022/10/30,30.17
GauraDollar,TulipDollar,2022/10/31,30.87
GauraDollar,TulipDollar,2022/11/1,31.17
GauraDollar,TulipDollar,2022/11/2,30.67
GauraDollar,TulipDollar,2022/11/3,30.97
GauraDollar,TulipDollar,2022/11/4,30.67
GauraDollar,TulipDollar,2022/11/5,31.47
GauraDollar,TulipDollar,2022/11/6,30.07
GauraDollar,TulipDollar,2022/11/7,30.27
GauraDollar,TulipDollar,2022/11/8,31.27
GauraDollar,TulipDollar,2022/11/9,30.67
GauraDollar,TulipDollar,2022/11/10,30.17
GauraDollar,TulipDollar,2022/11/11,31.07
GauraDollar,TulipDollar,2022/11/12,30.07
GauraDollar,TulipDollar,2022/11/13,30.37
GauraDollar,TulipDollar,2022/11/14,31.47
GauraDollar,TulipDollar,2022/11/15,30.77
GauraDollar,TulipDollar,2022/11/16,30.47
GauraDollar,TulipDollar,2022/11/17,30.17
GauraDollar,TulipDollar,2022/11/18,30.47
GauraDollar,TulipDollar,2022/11/19,31.27
GauraDollar,TulipDollar,2022/11/20,30.07
GauraDollar,TulipDollar,2022/11/21,30.27
GauraDollar,TulipDollar,2022/11/22,30.67
GauraDollar,TulipDollar,2022/11/23,30.57
GauraDollar,TulipDollar,2022/11/24,30.57
GauraDollar,TulipDollar,2022/11/25,30.07
GauraDollar,TulipDollar,2022/11/26,30.27
GauraDollar,TulipDollar,2022/11/27,31.47
GauraDollar,TulipDollar,2022/11/28,30.87
GauraDollar,TulipDollar,2022/11/29,30.47
GauraDollar,TulipDollar,2022/11/30,30.17
IpomoeaDollar,IpomoeaDollar,2022/10/1,1
IpomoeaDollar,IpomoeaDollar,2022/10/2,1
IpomoeaDollar,IpomoeaDollar,2022/10/3,1
IpomoeaDollar,IpomoeaDollar,2022/10/4,1
IpomoeaDollar,IpomoeaDollar,2022/10/5,1
IpomoeaDollar,IpomoeaDollar,2022/10/6,1
IpomoeaDollar,IpomoeaDollar,2022/10/7,1
IpomoeaDollar,IpomoeaDollar,2022/10/8,1
IpomoeaDollar,IpomoeaDollar,2022/10/9,1
IpomoeaDollar,IpomoeaDollar,2022/10/10,1
IpomoeaDollar,IpomoeaDollar,2022/10/11,1
IpomoeaDollar,IpomoeaDollar,2022/10/12,1
IpomoeaDollar,IpomoeaDollar,2022/10/13,1
IpomoeaDollar,IpomoeaDollar,2022/10/14,1
IpomoeaDollar,IpomoeaDollar,2022/10/15,1
IpomoeaDollar,IpomoeaDollar,2022/10/16,1
IpomoeaDollar,IpomoeaDollar,2022/10/17,1
IpomoeaDollar,IpomoeaDollar,2022/10/18,1
IpomoeaDollar,IpomoeaDollar,2022/10/19,1
IpomoeaDollar,IpomoeaDollar,2022/10/20,1
IpomoeaDollar,IpomoeaDollar,2022/10/21,1
IpomoeaDollar,IpomoeaDollar,2022/10/22,1
IpomoeaDollar,IpomoeaDollar,2022/10/23,1
IpomoeaDollar,IpomoeaDollar,2022/10/24,1
IpomoeaDollar,IpomoeaDollar,2022/10/25,1
IpomoeaDollar,IpomoeaDollar,2022/10/26,1
IpomoeaDollar,IpomoeaDollar,2022/10/27,1
IpomoeaDollar,IpomoeaDollar,2022/10/28,1
IpomoeaDollar,IpomoeaDollar,2022/10/29,1
IpomoeaDollar,IpomoeaDollar,2022/10/30,1
IpomoeaDollar,IpomoeaDollar,2022/10/31,1
IpomoeaDollar,IpomoeaDollar,2022/11/1,1
IpomoeaDollar,IpomoeaDollar,2022/11/2,1
IpomoeaDollar,IpomoeaDollar,2022/11/3,1
IpomoeaDollar,IpomoeaDollar,2022/11/4,1
IpomoeaDollar,IpomoeaDollar,2022/11/5,1
IpomoeaDollar,IpomoeaDollar,2022/11/6,1
IpomoeaDollar,IpomoeaDollar,2022/11/7,1
IpomoeaDollar,IpomoeaDollar,2022/11/8,1
IpomoeaDollar,IpomoeaDollar,2022/11/9,1
IpomoeaDollar,IpomoeaDollar,2022/11/10,1
IpomoeaDollar,IpomoeaDollar,2022/11/11,1
IpomoeaDollar,IpomoeaDollar,2022/11/12,1
IpomoeaDollar,IpomoeaDollar,2022/11/13,1
IpomoeaDollar,IpomoeaDollar,2022/11/14,1
IpomoeaDollar,IpomoeaDollar,2022/11/15,1
IpomoeaDollar,IpomoeaDollar,2022/11/16,1
IpomoeaDollar,IpomoeaDollar,2022/11/17,1
IpomoeaDollar,IpomoeaDollar,2022/11/18,1
IpomoeaDollar,IpomoeaDollar,2022/11/19,1
IpomoeaDollar,IpomoeaDollar,2022/11/20,1
IpomoeaDollar,IpomoeaDollar,2022/11/21,1
IpomoeaDollar,IpomoeaDollar,2022/11/22,1
IpomoeaDollar,IpomoeaDollar,2022/11/23,1
IpomoeaDollar,IpomoeaDollar,2022/11/24,1
IpomoeaDollar,IpomoeaDollar,2022/11/25,1
IpomoeaDollar,IpomoeaDollar,2022/11/26,1
IpomoeaDollar,IpomoeaDollar,2022/11/27,1
IpomoeaDollar,IpomoeaDollar,2022/11/28,1
IpomoeaDollar,IpomoeaDollar,2022/11/29,1
IpomoeaDollar,IpomoeaDollar,2022/11/30,1
IpomoeaDollar,BegoniaDollar,2022/10/1,1.74
IpomoeaDollar,BegoniaDollar,2022/10/2,2.04
IpomoeaDollar,BegoniaDollar,2022/10/3,2.14
IpomoeaDollar,BegoniaDollar,2022/10/4,1.54
IpomoeaDollar,BegoniaDollar,2022/10/5,1.94
IpomoeaDollar,BegoniaDollar,2022/10/6,1.14
IpomoeaDollar,BegoniaDollar,2022/10/7,1.94
IpomoeaDollar,BegoniaDollar,2022/10/8,2.04
IpomoeaDollar,BegoniaDollar,2022/10/9,1.74
IpomoeaDollar,BegoniaDollar,2022/10/10,1.24
IpomoeaDollar,BegoniaDollar,2022/10/11,1.34
IpomoeaDollar,BegoniaDollar,2022/10/12,1.54
IpomoeaDollar,BegoniaDollar,2022/10/13,1.04
IpomoeaDollar,BegoniaDollar,2022/10/14,0.84
IpomoeaDollar,BegoniaDollar,2022/10/15,2.04
IpomoeaDollar,BegoniaDollar,2022/10/16,1.14
IpomoeaDollar,BegoniaDollar,2022/10/17,0.94
IpomoeaDollar,BegoniaDollar,2022/10/18,1.84
IpomoeaDollar,BegoniaDollar,2022/10/19,1.94
IpomoeaDollar,BegoniaDollar,2022/10/20,0.74
IpomoeaDollar,BegoniaDollar,2022/10/21,0.84
IpomoeaDollar,BegoniaDollar,2022/10/22,1.74
IpomoeaDollar,BegoniaDollar,2022/10/23,2.04
IpomoeaDollar,BegoniaDollar,2022/10/24,1.64
IpomoeaDollar,BegoniaDollar,2022/10/25,1.74
IpomoeaDollar,BegoniaDollar,2022/10/26,1.24
IpomoeaDollar,BegoniaDollar,2022/10/27,1.64
IpomoeaDollar,BegoniaDollar,2022/10/28,1.44
IpomoeaDollar,BegoniaDollar,2022/10/29,0.94
IpomoeaDollar,BegoniaDollar,2022/10/30,0.84
IpomoeaDollar,BegoniaDollar,2022/10/31,1.14
IpomoeaDollar,BegoniaDollar,2022/11/1,1.84
IpomoeaDollar,BegoniaDollar,2022/11/2,1.14
IpomoeaDollar,BegoniaDollar,2022/11/3,2.14
IpomoeaDollar,BegoniaDollar,2022/11/4,2.14
IpomoeaDollar,BegoniaDollar,2022/11/5,1.34
IpomoeaDollar,BegoniaDollar,2022/11/6,0.84
IpomoeaDollar,BegoniaDollar,2022/11/7,0.74
IpomoeaDollar,BegoniaDollar,2022/11/8,0.74
IpomoeaDollar,BegoniaDollar,2022/11/9,0.94
IpomoeaDollar,BegoniaDollar,2022/11/10,1.24
IpomoeaDollar,BegoniaDollar,2022/11/11,2.04
IpomoeaDollar,BegoniaDollar,2022/11/12,1.04
IpomoeaDollar,BegoniaDollar,2022/11/13,0.74
IpomoeaDollar,BegoniaDollar,2022/11/14,0.74
IpomoeaDollar,BegoniaDollar,2022/11/15,0.94
IpomoeaDollar,BegoniaDollar,2022/11/16,1.64
IpomoeaDollar,BegoniaDollar,2022/11/17,1.54
IpomoeaDollar,BegoniaDollar,2022/11/18,1.74
IpomoeaDollar,BegoniaDollar,2022/11/19,1.74
IpomoeaDollar,BegoniaDollar,2022/11/20,1.44
IpomoeaDollar,BegoniaDollar,2022/11/21,1.34
IpomoeaDollar,BegoniaDollar,2022/11/22,1.14
IpomoeaDollar,BegoniaDollar,2022/11/23,1.04
IpomoeaDollar,BegoniaDollar,2022/11/24,2.04
IpomoeaDollar,BegoniaDollar,2022/11/25,1.14
IpomoeaDollar,BegoniaDollar,2022/11/26,0.74
IpomoeaDollar,BegoniaDollar,2022/11/27,1.74
IpomoeaDollar,BegoniaDollar,2022/11/28,1.84
IpomoeaDollar,BegoniaDollar,2022/11/29,1.54
IpomoeaDollar,BegoniaDollar,2022/11/30,1.04
IpomoeaDollar,CarnationDollar,2022/10/1,7.37
IpomoeaDollar,CarnationDollar,2022/10/2,7.07
IpomoeaDollar,CarnationDollar,2022/10/3,7.77
IpomoeaDollar,CarnationDollar,2022/10/4,7.57
IpomoeaDollar,CarnationDollar,2022/10/5,7.57
IpomoeaDollar,CarnationDollar,2022/10/6,7.57
IpomoeaDollar,CarnationDollar,2022/10/7,6.77
IpomoeaDollar,CarnationDollar,2022/10/8,7.07
IpomoeaDollar,CarnationDollar,2022/10/9,7.37
IpomoeaDollar,CarnationDollar,2022/10/10,6.67
IpomoeaDollar,CarnationDollar,2022/10/11,6.67
IpomoeaDollar,CarnationDollar,2022/10/12,7.97
IpomoeaDollar,CarnationDollar,2022/10/13,7.07
IpomoeaDollar,CarnationDollar,2022/10/14,7.67
IpomoeaDollar,CarnationDollar,2022/10/15,6.77
IpomoeaDollar,CarnationDollar,2022/10/16,7.77
IpomoeaDollar,CarnationDollar,2022/10/17,7.17
IpomoeaDollar,CarnationDollar,2022/10/18,7.07
IpomoeaDollar,CarnationDollar,2022/10/19,8.07
IpomoeaDollar,CarnationDollar,2022/10/20,7.37
IpomoeaDollar,CarnationDollar,2022/10/21,6.87
IpomoeaDollar,CarnationDollar,2022/10/22,7.47
IpomoeaDollar,CarnationDollar,2022/10/23,7.57
IpomoeaDollar,CarnationDollar,2022/10/24,6.87
IpomoeaDollar,CarnationDollar,2022/10/25,7.07
IpomoeaDollar,CarnationDollar,2022/10/26,6.77
IpomoeaDollar,CarnationDollar,2022/10/27,7.07
IpomoeaDollar,CarnationDollar,2022/10/28,6.97
IpomoeaDollar,CarnationDollar,2022/10/29,6.97
IpomoeaDollar,CarnationDollar,2022/10/30,7.27
IpomoeaDollar,CarnationDollar,2022/10/31,6.97
IpomoeaDollar,CarnationDollar,2022/11/1,7.57
IpomoeaDollar,CarnationDollar,2022/11/2,7.07
IpomoeaDollar,CarnationDollar,2022/11/3,7.87
IpomoeaDollar,CarnationDollar,2022/11/4,7.27
IpomoeaDollar,CarnationDollar,2022/11/5,7.57
IpomoeaDollar,CarnationDollar,2022/11/6,7.37
IpomoeaDollar,CarnationDollar,2022/11/7,7.37
IpomoeaDollar,CarnationDollar,2022/11/8,6.67
IpomoeaDollar,CarnationDollar,2022/11/9,7.07
IpomoeaDollar,CarnationDollar,2022/11/10,7.87
IpomoeaDollar,CarnationDollar,2022/11/11,7.57
IpomoeaDollar,CarnationDollar,2022/11/12,6.97
IpomoeaDollar,CarnationDollar,2022/11/13,7.37
IpomoeaDollar,CarnationDollar,2022/11/14,6.97
IpomoeaDollar,CarnationDollar,2022/11/15,6.97
IpomoeaDollar,CarnationDollar,2022/11/16,7.87
IpomoeaDollar,CarnationDollar,2022/11/17,6.87
IpomoeaDollar,CarnationDollar,2022/11/18,6.67
IpomoeaDollar,CarnationDollar,2022/11/19,7.07
IpomoeaDollar,CarnationDollar,2022/11/20,7.67
IpomoeaDollar,CarnationDollar,2022/11/21,7.87
IpomoeaDollar,CarnationDollar,2022/11/22,7.37
IpomoeaDollar,CarnationDollar,2022/11/23,6.97
IpomoeaDollar,CarnationDollar,2022/11/24,7.17
IpomoeaDollar,CarnationDollar,2022/11/25,6.67
IpomoeaDollar,CarnationDollar,2022/11/26,6.97
IpomoeaDollar,CarnationDollar,2022/11/27,7.57
IpomoeaDollar,CarnationDollar,2022/11/28,7.27
IpomoeaDollar,CarnationDollar,2022/11/29,8.07
IpomoeaDollar,CarnationDollar,2022/11/30,7.97
IpomoeaDollar,GauraDollar,2022/10/1,1.05
IpomoeaDollar,GauraDollar,2022/10/2,1
IpomoeaDollar,GauraDollar,2022/10/3,1.05
IpomoeaDollar,GauraDollar,2022/10/4,1.05
IpomoeaDollar,GauraDollar,2022/10/5,1.07
IpomoeaDollar,GauraDollar,2022/10/6,0.99
IpomoeaDollar,GauraDollar,2022/10/7,1.09
IpomoeaDollar,GauraDollar,2022/10/8,1.03
IpomoeaDollar,GauraDollar,2022/10/9,1.13
IpomoeaDollar,GauraDollar,2022/10/10,1
IpomoeaDollar,GauraDollar,2022/10/11,1.03
IpomoeaDollar,GauraDollar,2022/10/12,1.02
IpomoeaDollar,GauraDollar,2022/10/13,1.07
IpomoeaDollar,GauraDollar,2022/10/14,1.03
IpomoeaDollar,GauraDollar,2022/10/15,1.03
IpomoeaDollar,GauraDollar,2022/10/16,1.04
IpomoeaDollar,GauraDollar,2022/10/17,1.08
IpomoeaDollar,GauraDollar,2022/10/18,1.01
IpomoeaDollar,GauraDollar,2022/10/19,1.03
IpomoeaDollar,GauraDollar,2022/10/20,1.1
IpomoeaDollar,GauraDollar,2022/10/21,1.01
IpomoeaDollar,GauraDollar,2022/10/22,1.03
IpomoeaDollar,GauraDollar,2022/10/23,1.03
IpomoeaDollar,GauraDollar,2022/10/24,1.06
IpomoeaDollar,GauraDollar,2022/10/25,1.03
IpomoeaDollar,GauraDollar,2022/10/26,1.05
IpomoeaDollar,GauraDollar,2022/10/27,1.05
IpomoeaDollar,GauraDollar,2022/10/28,1.03
IpomoeaDollar,GauraDollar,2022/10/29,1.09
IpomoeaDollar,GauraDollar,2022/10/30,1.12
IpomoeaDollar,GauraDollar,2022/10/31,1
IpomoeaDollar,GauraDollar,2022/11/1,1.08
IpomoeaDollar,GauraDollar,2022/11/2,1.13
IpomoeaDollar,GauraDollar,2022/11/3,1.01
IpomoeaDollar,GauraDollar,2022/11/4,1.07
IpomoeaDollar,GauraDollar,2022/11/5,1.07
IpomoeaDollar,GauraDollar,2022/11/6,1.12
IpomoeaDollar,GauraDollar,2022/11/7,1.03
IpomoeaDollar,GauraDollar,2022/11/8,1.1
IpomoeaDollar,GauraDollar,2022/11/9,1.12
IpomoeaDollar,GauraDollar,2022/11/10,1.1
IpomoeaDollar,GauraDollar,2022/11/11,0.99
IpomoeaDollar,GauraDollar,2022/11/12,1.07
IpomoeaDollar,GauraDollar,2022/11/13,1
IpomoeaDollar,GauraDollar,2022/11/14,1.09
IpomoeaDollar,GauraDollar,2022/11/15,1
IpomoeaDollar,GauraDollar,2022/11/16,1.09
IpomoeaDollar,GauraDollar,2022/11/17,1.04
IpomoeaDollar,GauraDollar,2022/11/18,1.04
IpomoeaDollar,GauraDollar,2022/11/19,1.13
IpomoeaDollar,GauraDollar,2022/11/20,1.1
IpomoeaDollar,GauraDollar,2022/11/21,1.06
IpomoeaDollar,GauraDollar,2022/11/22,1.13
IpomoeaDollar,GauraDollar,2022/11/23,1.09
IpomoeaDollar,GauraDollar,2022/11/24,1
IpomoeaDollar,GauraDollar,2022/11/25,1.05
IpomoeaDollar,GauraDollar,2022/11/26,1.1
IpomoeaDollar,GauraDollar,2022/11/27,1.02
IpomoeaDollar,GauraDollar,2022/11/28,1.02
IpomoeaDollar,GauraDollar,2022/11/29,1.11
IpomoeaDollar,GauraDollar,2022/11/30,1.12
IpomoeaDollar,RoseDollar,2022/10/1,8.24
IpomoeaDollar,RoseDollar,2022/10/2,8.84
IpomoeaDollar,RoseDollar,2022/10/3,8.94
IpomoeaDollar,RoseDollar,2022/10/4,8.34
IpomoeaDollar,RoseDollar,2022/10/5,7.54
IpomoeaDollar,RoseDollar,2022/10/6,8.34
IpomoeaDollar,RoseDollar,2022/10/7,8.54
IpomoeaDollar,RoseDollar,2022/10/8,8.74
IpomoeaDollar,RoseDollar,2022/10/9,7.94
IpomoeaDollar,RoseDollar,2022/10/10,7.94
IpomoeaDollar,RoseDollar,2022/10/11,8.54
IpomoeaDollar,RoseDollar,2022/10/12,7.74
IpomoeaDollar,RoseDollar,2022/10/13,7.94
IpomoeaDollar,RoseDollar,2022/10/14,8.04
IpomoeaDollar,RoseDollar,2022/10/15,7.54
IpomoeaDollar,RoseDollar,2022/10/16,8.34
IpomoeaDollar,RoseDollar,2022/10/17,8.14
IpomoeaDollar,RoseDollar,2022/10/18,7.64
IpomoeaDollar,RoseDollar,2022/10/19,8.64
IpomoeaDollar,RoseDollar,2022/10/20,8.94
IpomoeaDollar,RoseDollar,2022/10/21,7.84
IpomoeaDollar,RoseDollar,2022/10/22,8.24
IpomoeaDollar,RoseDollar,2022/10/23,8.34
IpomoeaDollar,RoseDollar,2022/10/24,8.74
IpomoeaDollar,RoseDollar,2022/10/25,7.64
IpomoeaDollar,RoseDollar,2022/10/26,8.34
IpomoeaDollar,RoseDollar,2022/10/27,8.84
IpomoeaDollar,RoseDollar,2022/10/28,8.14
IpomoeaDollar,RoseDollar,2022/10/29,8.74
IpomoeaDollar,RoseDollar,2022/10/30,7.74
IpomoeaDollar,RoseDollar,2022/10/31,8.54
IpomoeaDollar,RoseDollar,2022/11/1,7.84
IpomoeaDollar,RoseDollar,2022/11/2,8.44
IpomoeaDollar,RoseDollar,2022/11/3,7.94
IpomoeaDollar,RoseDollar,2022/11/4,7.84
IpomoeaDollar,RoseDollar,2022/11/5,8.64
IpomoeaDollar,RoseDollar,2022/11/6,8.14
IpomoeaDollar,RoseDollar,2022/11/7,7.54
IpomoeaDollar,RoseDollar,2022/11/8,7.74
IpomoeaDollar,RoseDollar,2022/11/9,8.64
IpomoeaDollar,RoseDollar,2022/11/10,8.44
IpomoeaDollar,RoseDollar,2022/11/11,8.44
IpomoeaDollar,RoseDollar,2022/11/12,8.54
IpomoeaDollar,RoseDollar,2022/11/13,8.74
IpomoeaDollar,RoseDollar,2022/11/14,8.64
IpomoeaDollar,RoseDollar,2022/11/15,7.94
IpomoeaDollar,RoseDollar,2022/11/16,8.14
IpomoeaDollar,RoseDollar,2022/11/17,8.44
IpomoeaDollar,RoseDollar,2022/11/18,8.14
IpomoeaDollar,RoseDollar,2022/11/19,8.64
IpomoeaDollar,RoseDollar,2022/11/20,7.84
IpomoeaDollar,RoseDollar,2022/11/21,8.64
IpomoeaDollar,RoseDollar,2022/11/22,8.44
IpomoeaDollar,RoseDollar,2022/11/23,7.84
IpomoeaDollar,RoseDollar,2022/11/24,8.54
IpomoeaDollar,RoseDollar,2022/11/25,8.34
IpomoeaDollar,RoseDollar,2022/11/26,8.44
IpomoeaDollar,RoseDollar,2022/11/27,7.94
IpomoeaDollar,RoseDollar,2022/11/28,7.94
IpomoeaDollar,RoseDollar,2022/11/29,7.64
IpomoeaDollar,RoseDollar,2022/11/30,7.64
IpomoeaDollar,TulipDollar,2022/10/1,32.06
IpomoeaDollar,TulipDollar,2022/10/2,32.66
IpomoeaDollar,TulipDollar,2022/10/3,33.06
IpomoeaDollar,TulipDollar,2022/10/4,32.86
IpomoeaDollar,TulipDollar,2022/10/5,32.16
IpomoeaDollar,TulipDollar,2022/10/6,32.36
IpomoeaDollar,TulipDollar,2022/10/7,32.96
IpomoeaDollar,TulipDollar,2022/10/8,32.66
IpomoeaDollar,TulipDollar,2022/10/9,31.96
IpomoeaDollar,TulipDollar,2022/10/10,32.36
IpomoeaDollar,TulipDollar,2022/10/11,32.26
IpomoeaDollar,TulipDollar,2022/10/12,33.16
IpomoeaDollar,TulipDollar,2022/10/13,33.16
IpomoeaDollar,TulipDollar,2022/10/14,31.86
IpomoeaDollar,TulipDollar,2022/10/15,33.26
IpomoeaDollar,TulipDollar,2022/10/16,33.16
IpomoeaDollar,TulipDollar,2022/10/17,32.06
IpomoeaDollar,TulipDollar,2022/10/18,32.96
IpomoeaDollar,TulipDollar,2022/10/19,33.16
IpomoeaDollar,TulipDollar,2022/10/20,32.56
IpomoeaDollar,TulipDollar,2022/10/21,33.26
IpomoeaDollar,TulipDollar,2022/10/22,32.56
IpomoeaDollar,TulipDollar,2022/10/23,32.76
IpomoeaDollar,TulipDollar,2022/10/24,32.56
IpomoeaDollar,TulipDollar,2022/10/25,32.76
IpomoeaDollar,TulipDollar,2022/10/26,32.06
IpomoeaDollar,TulipDollar,2022/10/27,32.36
IpomoeaDollar,TulipDollar,2022/10/28,32.36
IpomoeaDollar,TulipDollar,2022/10/29,32.86
IpomoeaDollar,TulipDollar,2022/10/30,33.06
IpomoeaDollar,TulipDollar,2022/10/31,32.76
IpomoeaDollar,TulipDollar,2022/11/1,33.06
IpomoeaDollar,TulipDollar,2022/11/2,33.16
IpomoeaDollar,TulipDollar,2022/11/3,32.96
IpomoeaDollar,TulipDollar,2022/11/4,31.86
IpomoeaDollar,TulipDollar,2022/11/5,32.56
IpomoeaDollar,TulipDollar,2022/11/6,32.96
IpomoeaDollar,TulipDollar,2022/11/7,31.86
IpomoeaDollar,TulipDollar,2022/11/8,32.56
IpomoeaDollar,TulipDollar,2022/11/9,32.66
IpomoeaDollar,TulipDollar,2022/11/10,32.26
IpomoeaDollar,TulipDollar,2022/11/11,33.26
IpomoeaDollar,TulipDollar,2022/11/12,33.26
IpomoeaDollar,TulipDollar,2022/11/13,32.96
IpomoeaDollar,TulipDollar,2022/11/14,33.26
IpomoeaDollar,TulipDollar,2022/11/15,32.96
IpomoeaDollar,TulipDollar,2022/11/16,32.06
IpomoeaDollar,TulipDollar,2022/11/17,31.96
IpomoeaDollar,TulipDollar,2022/11/18,32.56
IpomoeaDollar,TulipDollar,2022/11/19,33.16
IpomoeaDollar,TulipDollar,2022/11/20,33.16
IpomoeaDollar,TulipDollar,2022/11/21,33.06
IpomoeaDollar,TulipDollar,2022/11/22,31.86
IpomoeaDollar,TulipDollar,2022/11/23,33.06
IpomoeaDollar,TulipDollar,2022/11/24,33.26
IpomoeaDollar,TulipDollar,2022/11/25,32.76
IpomoeaDollar,TulipDollar,2022/11/26,31.86
IpomoeaDollar,TulipDollar,2022/11/27,32.36
IpomoeaDollar,TulipDollar,2022/11/28,32.36
IpomoeaDollar,TulipDollar,2022/11/29,32.36
IpomoeaDollar,TulipDollar,2022/11/30,32.26
RoseDollar,RoseDollar,2022/10/1,1
RoseDollar,RoseDollar,2022/10/2,1
RoseDollar,RoseDollar,2022/10/3,1
RoseDollar,RoseDollar,2022/10/4,1
RoseDollar,RoseDollar,2022/10/5,1
RoseDollar,RoseDollar,2022/10/6,1
RoseDollar,RoseDollar,2022/10/7,1
RoseDollar,RoseDollar,2022/10/8,1
RoseDollar,RoseDollar,2022/10/9,1
RoseDollar,RoseDollar,2022/10/10,1
RoseDollar,RoseDollar,2022/10/11,1
RoseDollar,RoseDollar,2022/10/12,1
RoseDollar,RoseDollar,2022/10/13,1
RoseDollar,RoseDollar,2022/10/14,1
RoseDollar,RoseDollar,2022/10/15,1
RoseDollar,RoseDollar,2022/10/16,1
RoseDollar,RoseDollar,2022/10/17,1
RoseDollar,RoseDollar,2022/10/18,1
RoseDollar,RoseDollar,2022/10/19,1
RoseDollar,RoseDollar,2022/10/20,1
RoseDollar,RoseDollar,2022/10/21,1
RoseDollar,RoseDollar,2022/10/22,1
RoseDollar,RoseDollar,2022/10/23,1
RoseDollar,RoseDollar,2022/10/24,1
RoseDollar,RoseDollar,2022/10/25,1
RoseDollar,RoseDollar,2022/10/26,1
RoseDollar,RoseDollar,2022/10/27,1
RoseDollar,RoseDollar,2022/10/28,1
RoseDollar,RoseDollar,2022/10/29,1
RoseDollar,RoseDollar,2022/10/30,1
RoseDollar,RoseDollar,2022/10/31,1
RoseDollar,RoseDollar,2022/11/1,1
RoseDollar,RoseDollar,2022/11/2,1
RoseDollar,RoseDollar,2022/11/3,1
RoseDollar,RoseDollar,2022/11/4,1
RoseDollar,RoseDollar,2022/11/5,1
RoseDollar,RoseDollar,2022/11/6,1
RoseDollar,RoseDollar,2022/11/7,1
RoseDollar,RoseDollar,2022/11/8,1
RoseDollar,RoseDollar,2022/11/9,1
RoseDollar,RoseDollar,2022/11/10,1
RoseDollar,RoseDollar,2022/11/11,1
RoseDollar,RoseDollar,2022/11/12,1
RoseDollar,RoseDollar,2022/11/13,1
RoseDollar,RoseDollar,2022/11/14,1
RoseDollar,RoseDollar,2022/11/15,1
RoseDollar,RoseDollar,2022/11/16,1
RoseDollar,RoseDollar,2022/11/17,1
RoseDollar,RoseDollar,2022/11/18,1
RoseDollar,RoseDollar,2022/11/19,1
RoseDollar,RoseDollar,2022/11/20,1
RoseDollar,RoseDollar,2022/11/21,1
RoseDollar,RoseDollar,2022/11/22,1
RoseDollar,RoseDollar,2022/11/23,1
RoseDollar,RoseDollar,2022/11/24,1
RoseDollar,RoseDollar,2022/11/25,1
RoseDollar,RoseDollar,2022/11/26,1
RoseDollar,RoseDollar,2022/11/27,1
RoseDollar,RoseDollar,2022/11/28,1
RoseDollar,RoseDollar,2022/11/29,1
RoseDollar,RoseDollar,2022/11/30,1
RoseDollar,BegoniaDollar,2022/10/1,0.1
RoseDollar,BegoniaDollar,2022/10/2,0.19
RoseDollar,BegoniaDollar,2022/10/3,0.19
RoseDollar,BegoniaDollar,2022/10/4,0.19
RoseDollar,BegoniaDollar,2022/10/5,0.13
RoseDollar,BegoniaDollar,2022/10/6,0.24
RoseDollar,BegoniaDollar,2022/10/7,0.22
RoseDollar,BegoniaDollar,2022/10/8,0.15
RoseDollar,BegoniaDollar,2022/10/9,0.1
RoseDollar,BegoniaDollar,2022/10/10,0.22
RoseDollar,BegoniaDollar,2022/10/11,0.19
RoseDollar,BegoniaDollar,2022/10/12,0.18
RoseDollar,BegoniaDollar,2022/10/13,0.12
RoseDollar,BegoniaDollar,2022/10/14,0.24
RoseDollar,BegoniaDollar,2022/10/15,0.17
RoseDollar,BegoniaDollar,2022/10/16,0.14
RoseDollar,BegoniaDollar,2022/10/17,0.21
RoseDollar,BegoniaDollar,2022/10/18,0.21
RoseDollar,BegoniaDollar,2022/10/19,0.17
RoseDollar,BegoniaDollar,2022/10/20,0.15
RoseDollar,BegoniaDollar,2022/10/21,0.2
RoseDollar,BegoniaDollar,2022/10/22,0.15
RoseDollar,BegoniaDollar,2022/10/23,0.2
RoseDollar,BegoniaDollar,2022/10/24,0.24
RoseDollar,BegoniaDollar,2022/10/25,0.18
RoseDollar,BegoniaDollar,2022/10/26,0.14
